Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Flight delay,Random
CO,5,EWR,199,1/29/2004,814,DCA,4,29,0,0.658959072
DH,23,LGA,229,1/19/2004,7792,IAD,1,19,0,0.048347534
US,14,LGA,214,1/22/2004,2186,DCA,4,22,0,0.978815415
DH,4,JFK,228,01-12-2004,7814,IAD,1,12,0,0.632739943
DH,23,JFK,228,01-03-2004,7810,IAD,6,3,0,0.382815724
DL,18,LGA,214,1/25/2004,1748,DCA,7,25,0,0.324433377
MQ,11,LGA,214,1/25/2004,4976,DCA,7,25,0,0.976032218
US,0,LGA,214,1/20/2004,2164,DCA,2,20,0,0.27829486
US,8,LGA,214,1/19/2004,1479,DCA,1,19,0,0.506529697
US,19,LGA,214,01-12-2004,2176,DCA,1,12,0,0.449472639
MQ,23,LGA,214,1/19/2004,4956,DCA,1,19,0,0.520137048
US,23,LGA,214,1/18/2004,2182,DCA,7,18,0,0.605499724
DH,9,EWR,213,1/29/2004,7302,IAD,4,29,0,0.011271369
MQ,10,JFK,213,1/18/2004,4784,DCA,7,18,1,0.064560868
DH,19,LGA,229,1/23/2004,7208,IAD,5,23,1,0.465394994
CO,7,EWR,199,1/29/2004,816,DCA,4,29,0,0.870276421
DL,18,LGA,214,1/13/2004,1740,DCA,2,13,0,0.371956568
US,12,LGA,214,1/19/2004,2166,DCA,1,19,0,0.255228839
DL,6,LGA,214,01-12-2004,1740,DCA,1,12,0,0.961673691
RU,1,EWR,169,01-03-2004,2675,BWI,6,3,0,0.243721393
US,23,LGA,214,01-03-2004,2180,DCA,6,3,0,0.081414941
US,9,LGA,214,1/26/2004,2160,DCA,1,26,1,0.009078523
DH,0,EWR,213,1/13/2004,7302,IAD,2,13,0,0.596972841
DL,7,LGA,214,01-03-2004,1752,DCA,6,3,0,0.917059266
MQ,11,LGA,214,1/30/2004,4954,DCA,5,30,1,0.577697711
US,12,LGA,214,01-11-2004,2176,DCA,7,11,0,0.600830253
US,15,LGA,214,1/14/2004,2166,DCA,3,14,0,0.908157538
US,8,LGA,214,1/24/2004,2180,DCA,6,24,0,0.789021347
MQ,8,JFK,213,1/20/2004,4752,DCA,2,20,0,0.590734672
DL,7,LGA,214,01-10-2004,1748,DCA,6,10,0,0.922725498
CO,9,EWR,199,01-06-2004,808,DCA,2,6,0,0.215052832
RU,1,EWR,213,1/24/2004,2497,IAD,6,24,0,0.199933641
RU,4,EWR,199,01-06-2004,2761,DCA,2,6,0,0.268183196
RU,11,EWR,169,01-01-2004,2703,BWI,4,1,0,0.79618337
CO,23,EWR,199,1/26/2004,806,DCA,1,26,1,0.662844543
DL,17,LGA,214,1/24/2004,1756,DCA,6,24,0,0.451631095
DH,12,EWR,213,01-08-2004,7299,IAD,4,8,0,0.852308848
DH,19,LGA,229,01-08-2004,7211,IAD,4,8,1,0.006921255
DH,13,LGA,229,1/17/2004,7684,IAD,6,17,1,0.401994858
DL,6,LGA,214,1/29/2004,1740,DCA,4,29,0,0.322815529
DH,4,LGA,229,1/16/2004,7215,IAD,5,16,1,0.413308461
US,11,LGA,214,1/23/2004,2162,DCA,5,23,0,0.775117246
DL,2,LGA,214,1/31/2004,1744,DCA,6,31,1,0.279455113
DH,18,JFK,213,1/19/2004,6155,DCA,1,19,0,0.337587822
RU,7,EWR,199,1/22/2004,2261,DCA,4,22,0,0.647301153
DH,1,JFK,228,01-12-2004,7808,IAD,1,12,1,0.497277434
RU,19,EWR,213,1/25/2004,2497,IAD,7,25,0,0.698992962
DL,3,LGA,214,1/31/2004,1748,DCA,6,31,0,0.236677856
US,15,LGA,214,01-04-2004,2188,DCA,7,4,0,0.844371946
RU,4,EWR,169,1/14/2004,2403,BWI,3,14,0,0.38811301
MQ,23,LGA,214,01-05-2004,4972,DCA,1,5,0,0.29347187
OH,9,JFK,184,1/17/2004,5935,BWI,6,17,0,0.223922651
MQ,0,LGA,214,1/19/2004,4960,DCA,1,19,0,0.908709691
DL,8,LGA,214,01-05-2004,1754,DCA,1,5,0,0.876687137
RU,6,EWR,199,01-09-2004,2181,DCA,5,9,0,0.779614138
US,22,LGA,214,1/25/2004,2182,DCA,7,25,0,0.184925973
DH,7,JFK,228,01-01-2004,7810,IAD,4,1,0,0.732199432
MQ,16,LGA,214,01-03-2004,4964,DCA,6,3,0,0.081059656
DL,20,LGA,214,01-02-2004,1756,DCA,5,2,0,0.895061353
CO,20,EWR,199,1/22/2004,808,DCA,4,22,0,0.970507926
OH,10,JFK,184,1/18/2004,5935,BWI,7,18,0,0.009835914
DH,9,JFK,228,1/30/2004,7800,IAD,5,30,0,0.427088524
DL,12,LGA,214,01-12-2004,1752,DCA,1,12,0,0.126828476
MQ,5,JFK,213,1/15/2004,4752,DCA,4,15,0,0.009910331
MQ,4,LGA,214,1/19/2004,4970,DCA,1,19,0,0.898649678
MQ,20,LGA,214,01-07-2004,4970,DCA,3,7,1,0.445136524
RU,4,EWR,169,01-12-2004,3372,BWI,1,12,0,0.258487621
DL,13,LGA,214,01-06-2004,1752,DCA,2,6,0,0.631183423
RU,21,EWR,213,1/15/2004,2156,IAD,4,15,0,0.84606089
DH,4,LGA,229,1/24/2004,7215,IAD,6,24,0,0.449710338
MQ,8,LGA,214,1/14/2004,4972,DCA,3,14,0,0.177372053
MQ,23,JFK,213,1/14/2004,4760,DCA,3,14,0,0.846882731
DH,11,EWR,213,01-12-2004,7302,IAD,1,12,0,0.635438942
DL,21,LGA,214,01-08-2004,1766,DCA,4,8,0,0.382194895
RU,19,EWR,199,1/24/2004,2582,DCA,6,24,0,0.454994498
DH,18,LGA,229,01-06-2004,7211,IAD,2,6,0,0.73226641
US,10,LGA,214,1/13/2004,2180,DCA,2,13,0,0.208632002
US,21,LGA,214,1/21/2004,2180,DCA,3,21,0,0.199272854
DH,17,JFK,228,1/18/2004,7806,IAD,7,18,0,0.534565805
DH,17,EWR,213,1/24/2004,7303,IAD,6,24,0,0.762689633
DL,18,LGA,214,01-11-2004,1764,DCA,7,11,0,0.768060208
US,17,LGA,214,01-08-2004,2168,DCA,4,8,0,0.23230601
DL,4,LGA,214,1/15/2004,1768,DCA,4,15,1,0.841567983
RU,22,EWR,169,1/26/2004,2403,BWI,1,26,0,0.627230598
US,3,LGA,214,1/13/2004,2166,DCA,2,13,0,0.176411859
US,19,LGA,214,1/26/2004,2186,DCA,1,26,0,0.227758406
RU,4,EWR,213,1/30/2004,2497,IAD,5,30,1,0.273485088
MQ,14,JFK,213,01-09-2004,4784,DCA,5,9,1,0.991907865
RU,12,EWR,199,01-05-2004,2336,DCA,1,5,1,0.536474649
RU,18,EWR,213,1/29/2004,2855,IAD,4,29,0,0.700110278
US,7,LGA,214,01-07-2004,2174,DCA,3,7,0,0.046677096
DL,3,LGA,214,1/25/2004,1766,DCA,7,25,0,0.729687152
DL,9,LGA,214,01-10-2004,1756,DCA,6,10,0,0.734819527
MQ,3,LGA,214,1/23/2004,4960,DCA,5,23,0,0.471054496
DL,8,LGA,214,01-06-2004,1742,DCA,2,6,0,0.878091277
US,19,LGA,214,1/31/2004,2176,DCA,6,31,0,0.496738473
MQ,10,LGA,214,1/15/2004,4964,DCA,4,15,1,0.565723915
DL,20,LGA,214,1/13/2004,1744,DCA,2,13,0,0.65014418
RU,21,EWR,199,01-08-2004,2181,DCA,4,8,0,0.698642517
RU,9,EWR,199,1/26/2004,2582,DCA,1,26,0,0.513443321
MQ,14,LGA,214,1/20/2004,4960,DCA,2,20,0,0.819812943
MQ,6,LGA,214,1/29/2004,4976,DCA,4,29,0,0.69930352
DL,18,JFK,213,1/22/2004,746,DCA,4,22,0,0.528542812
MQ,21,LGA,214,01-05-2004,4964,DCA,1,5,0,0.960514289
DL,18,LGA,214,1/21/2004,1766,DCA,3,21,0,0.036674156
MQ,22,LGA,214,1/28/2004,4966,DCA,3,28,1,0.322843326
US,17,LGA,214,1/29/2004,2176,DCA,4,29,0,0.305470989
DH,2,JFK,228,01-06-2004,7812,IAD,2,6,1,0.675460867
US,22,LGA,214,01-06-2004,2178,DCA,2,6,0,0.977031916
US,11,LGA,214,1/21/2004,2160,DCA,3,21,0,0.52861582
DH,2,EWR,213,1/28/2004,7303,IAD,3,28,1,0.820142948
US,16,LGA,214,1/19/2004,2174,DCA,1,19,0,0.206897333
DL,20,LGA,214,1/23/2004,1768,DCA,5,23,0,0.957032453
DH,22,LGA,229,1/23/2004,7792,IAD,5,23,0,0.683016692
DL,3,LGA,214,1/17/2004,1768,DCA,6,17,0,0.739982827
DL,9,LGA,214,1/29/2004,1748,DCA,4,29,0,0.128753135
DH,17,LGA,229,01-12-2004,7208,IAD,1,12,0,0.701307538
RU,18,EWR,169,01-07-2004,2303,BWI,3,7,1,0.254454744
DL,11,JFK,213,01-01-2004,746,DCA,4,1,0,0.530973277
DH,19,LGA,229,01-06-2004,7215,IAD,2,6,0,0.869659108
DL,3,LGA,214,1/30/2004,1760,DCA,5,30,0,0.636034708
DH,7,JFK,228,1/26/2004,7808,IAD,1,26,1,0.287988266
RU,22,EWR,213,1/16/2004,2156,IAD,5,16,1,0.556464443
RU,17,EWR,169,01-04-2004,2703,BWI,7,4,1,0.880330896
MQ,4,LGA,214,1/26/2004,4956,DCA,1,26,1,0.676357381
DH,10,JFK,228,1/20/2004,7806,IAD,2,20,1,0.255028161
US,10,LGA,214,1/30/2004,2186,DCA,5,30,0,0.680539523
CO,12,EWR,199,01-01-2004,808,DCA,4,1,0,0.146074377
MQ,10,JFK,213,1/20/2004,4784,DCA,2,20,0,0.28724707
DL,23,LGA,214,1/25/2004,1758,DCA,7,25,0,0.725613172
CO,20,EWR,199,01-04-2004,808,DCA,7,4,0,0.159121087
US,15,LGA,214,1/23/2004,2170,DCA,5,23,0,0.61589832
MQ,10,LGA,214,01-08-2004,4976,DCA,4,8,0,0.86615902
DH,21,EWR,213,1/16/2004,7305,IAD,5,16,1,0.582980467
MQ,3,LGA,214,01-11-2004,4972,DCA,7,11,0,0.208573371
RU,22,EWR,213,1/24/2004,2855,IAD,6,24,1,0.35037707
US,9,LGA,214,1/30/2004,2184,DCA,5,30,0,0.066355345
DL,23,LGA,214,1/15/2004,1758,DCA,4,15,0,0.68226595
DL,7,LGA,214,1/29/2004,1742,DCA,4,29,0,0.089155192
MQ,15,LGA,214,01-09-2004,4954,DCA,5,9,1,0.764485903
US,12,LGA,214,1/13/2004,2184,DCA,2,13,0,0.933571811
DH,3,LGA,229,01-01-2004,7215,IAD,4,1,0,0.702896451
DL,18,LGA,214,1/23/2004,1764,DCA,5,23,0,0.089380344
DH,10,EWR,213,1/18/2004,7302,IAD,7,18,1,0.662377721
DH,0,JFK,228,1/21/2004,7810,IAD,3,21,0,0.818828384
RU,19,EWR,199,1/21/2004,2181,DCA,3,21,1,0.776315975
DH,7,JFK,228,1/28/2004,7812,IAD,3,28,1,0.244616388
RU,7,EWR,169,01-06-2004,2303,BWI,2,6,0,0.836101801
DH,19,LGA,229,1/21/2004,7790,IAD,3,21,1,0.117864126
US,9,LGA,214,1/29/2004,2160,DCA,4,29,1,0.306261525
DH,11,JFK,228,1/25/2004,7808,IAD,7,25,0,0.331268671
DH,1,LGA,229,1/26/2004,7215,IAD,1,26,1,0.210393674
DH,23,EWR,213,1/13/2004,7299,IAD,2,13,0,0.862531601
RU,16,EWR,169,01-09-2004,3372,BWI,5,9,0,0.664340901
DL,20,LGA,214,01-06-2004,1766,DCA,2,6,0,0.129552777
RU,17,EWR,169,01-07-2004,3372,BWI,3,7,1,0.022010433
DH,5,JFK,213,1/15/2004,6155,DCA,4,15,0,0.787460814
MQ,13,LGA,214,1/18/2004,4972,DCA,7,18,1,0.722915941
RU,14,EWR,213,01-02-2004,2156,IAD,5,2,1,0.776557322
DL,10,LGA,214,01-12-2004,1748,DCA,1,12,0,0.189497364
OH,16,JFK,184,01-06-2004,5935,BWI,2,6,0,0.73438518
DL,14,LGA,214,1/24/2004,1744,DCA,6,24,0,0.968299138
MQ,20,LGA,214,1/22/2004,4970,DCA,4,22,0,0.486007894
MQ,17,LGA,214,1/22/2004,4964,DCA,4,22,0,0.687246441
DH,11,EWR,213,1/27/2004,7299,IAD,2,27,1,0.66267404
DH,12,JFK,228,1/30/2004,7810,IAD,5,30,0,0.788448109
DH,20,EWR,213,1/16/2004,7304,IAD,5,16,0,0.176859811
RU,18,EWR,169,1/28/2004,2403,BWI,3,28,0,0.756332548
CO,8,EWR,199,1/14/2004,816,DCA,3,14,0,0.583714831
DL,4,LGA,214,1/25/2004,1768,DCA,7,25,0,0.959061958
DH,10,JFK,228,1/25/2004,7806,IAD,7,25,1,0.964214528
RU,20,EWR,213,1/21/2004,2385,IAD,3,21,0,0.271615686
DL,4,LGA,214,01-07-2004,1758,DCA,3,7,0,0.189833048
US,21,LGA,214,01-03-2004,2172,DCA,6,3,0,0.231681805
DL,21,LGA,214,1/17/2004,1742,DCA,6,17,0,0.375647173
DH,4,JFK,213,1/13/2004,6155,DCA,2,13,0,0.277993567
DH,16,JFK,228,1/13/2004,7816,IAD,2,13,1,0.310874632
DH,15,LGA,229,01-05-2004,7790,IAD,1,5,1,0.315967146
DH,4,JFK,228,01-06-2004,7816,IAD,2,6,0,0.888409898
MQ,11,LGA,214,1/16/2004,4960,DCA,5,16,1,0.809759096
US,18,LGA,214,1/19/2004,2178,DCA,1,19,0,0.204097747
CO,16,EWR,199,1/16/2004,806,DCA,5,16,0,0.411005449
DL,4,LGA,214,1/31/2004,1752,DCA,6,31,0,0.058304254
MQ,8,JFK,213,1/18/2004,4760,DCA,7,18,1,0.496915084
MQ,8,LGA,214,1/25/2004,4964,DCA,7,25,0,0.467356458
US,22,LGA,214,1/16/2004,2166,DCA,5,16,0,0.371127178
MQ,21,JFK,213,01-04-2004,4784,DCA,7,4,1,0.197469417
RU,16,EWR,213,1/15/2004,2385,IAD,4,15,1,0.51319703
OH,15,JFK,184,01-12-2004,5935,BWI,1,12,0,0.146251496
DH,20,JFK,228,01-05-2004,7812,IAD,1,5,0,0.738582454
DL,1,LGA,214,1/25/2004,1762,DCA,7,25,0,0.043113537
DH,10,JFK,228,1/30/2004,7806,IAD,5,30,0,0.30564211
US,13,LGA,214,1/29/2004,2168,DCA,4,29,0,0.87256883
MQ,22,JFK,213,1/23/2004,4760,DCA,5,23,0,0.113561364
DH,0,JFK,228,01-10-2004,7810,IAD,6,10,0,0.780413699
US,18,LGA,214,1/15/2004,2162,DCA,4,15,0,0.145180232
DH,18,JFK,228,1/31/2004,7800,IAD,6,31,1,0.223464843
US,21,LGA,214,01-12-2004,2180,DCA,1,12,1,0.7502996
MQ,22,JFK,213,1/21/2004,4784,DCA,3,21,0,0.426927267
RU,14,EWR,199,1/31/2004,2097,DCA,6,31,0,0.139548638
US,8,LGA,214,1/30/2004,2182,DCA,5,30,0,0.190824481
DH,6,LGA,229,1/16/2004,7790,IAD,5,16,0,0.605114874
DL,6,LGA,214,01-09-2004,1758,DCA,5,9,0,0.403014818
DL,18,LGA,214,1/16/2004,1746,DCA,5,16,0,0.808851347
RU,14,EWR,213,1/22/2004,2385,IAD,4,22,0,0.949139159
DH,1,JFK,228,1/29/2004,7810,IAD,4,29,0,0.068229026
MQ,12,LGA,214,1/18/2004,4968,DCA,7,18,1,0.053268225
RU,13,EWR,199,1/31/2004,2216,DCA,6,31,0,0.64122445
DH,4,LGA,229,01-02-2004,7208,IAD,5,2,0,0.641661159
RU,17,EWR,213,01-03-2004,2156,IAD,6,3,0,0.334259061
DH,3,JFK,228,1/21/2004,7816,IAD,3,21,0,0.518758265
DH,16,JFK,228,1/17/2004,7810,IAD,6,17,0,0.126463831
US,14,LGA,214,01-11-2004,2180,DCA,7,11,0,0.890707065
MQ,19,LGA,214,1/13/2004,4970,DCA,2,13,1,0.590694716
DH,2,JFK,228,1/23/2004,7810,IAD,5,23,0,0.560636355
US,0,LGA,214,01-03-2004,2184,DCA,6,3,0,0.872210034
UA,19,LGA,229,1/27/2004,846,IAD,2,27,1,0.648359104
DL,12,LGA,214,1/23/2004,1750,DCA,5,23,0,0.897560852
MQ,5,LGA,214,1/23/2004,4966,DCA,5,23,0,0.532642562
DH,14,JFK,228,1/22/2004,7810,IAD,4,22,0,0.002660761
RU,13,EWR,213,1/18/2004,2156,IAD,7,18,1,0.361286935
MQ,15,JFK,213,01-05-2004,4752,DCA,1,5,0,0.922880597
RU,13,EWR,169,1/20/2004,2403,BWI,2,20,0,0.803058093
US,2,LGA,214,1/20/2004,2168,DCA,2,20,0,0.922263555
RU,7,EWR,199,1/30/2004,2216,DCA,5,30,1,0.167805482
DH,2,JFK,213,1/30/2004,6155,DCA,5,30,0,0.880585361
US,17,LGA,214,1/28/2004,2188,DCA,3,28,0,0.290144255
DL,0,LGA,214,1/18/2004,1744,DCA,7,18,0,0.62930175
DL,19,LGA,214,1/26/2004,1756,DCA,1,26,1,0.983406964
DH,1,JFK,228,1/19/2004,7806,IAD,1,19,0,0.929228666
US,9,LGA,214,01-07-2004,2178,DCA,3,7,1,0.731649942
US,8,LGA,214,1/28/2004,2166,DCA,3,28,0,0.651138639
DH,10,EWR,213,01-03-2004,7371,IAD,6,3,0,0.595408938
MQ,1,LGA,214,1/23/2004,4954,DCA,5,23,0,0.301993184
MQ,4,LGA,214,1/23/2004,4964,DCA,5,23,1,0.427584471
US,14,LGA,214,01-08-2004,2162,DCA,4,8,0,0.763468362
CO,21,EWR,199,01-05-2004,808,DCA,1,5,1,0.465171726
DH,0,JFK,228,1/29/2004,7808,IAD,4,29,0,0.865917754
DH,12,JFK,228,1/22/2004,7806,IAD,4,22,0,0.043274104
CO,10,EWR,199,1/15/2004,808,DCA,4,15,0,0.583654131
MQ,7,LGA,214,1/23/2004,4976,DCA,5,23,0,0.28709023
RU,12,EWR,199,1/13/2004,2761,DCA,2,13,0,0.032331458
DL,18,LGA,214,1/26/2004,1754,DCA,1,26,0,0.654507542
DL,7,LGA,214,1/21/2004,1744,DCA,3,21,0,0.289975324
MQ,18,LGA,214,1/30/2004,4972,DCA,5,30,0,0.434607539
RU,0,EWR,199,01-12-2004,2181,DCA,1,12,0,0.443059698
RU,0,EWR,213,1/29/2004,2497,IAD,4,29,0,0.508697438
RU,13,EWR,199,01-10-2004,2361,DCA,6,10,0,0.515925938
RU,17,EWR,199,01-12-2004,2582,DCA,1,12,0,0.679331549
DH,9,JFK,228,1/15/2004,7800,IAD,4,15,0,0.722863883
DH,5,LGA,229,01-02-2004,7211,IAD,5,2,1,0.838330654
US,3,LGA,214,01-05-2004,2160,DCA,1,5,0,0.542199401
DL,1,LGA,214,1/17/2004,1760,DCA,6,17,1,0.442234543
DH,19,LGA,229,1/29/2004,7215,IAD,4,29,1,0.278098717
MQ,22,LGA,214,01-04-2004,4964,DCA,7,4,0,0.485932935
RU,19,EWR,213,1/23/2004,2385,IAD,5,23,0,0.718861008
UA,15,LGA,229,1/18/2004,846,IAD,7,18,0,0.765165358
DL,11,LGA,214,01-09-2004,1768,DCA,5,9,0,0.317155853
DH,17,JFK,228,1/17/2004,7812,IAD,6,17,1,0.429897376
OH,5,JFK,184,01-09-2004,5935,BWI,5,9,0,0.264589007
RU,15,EWR,199,1/22/2004,2879,DCA,4,22,0,0.672285785
DH,18,JFK,228,01-07-2004,7816,IAD,3,7,0,0.755239249
DH,3,JFK,228,01-10-2004,7818,IAD,6,10,0,0.318227091
DL,14,LGA,214,1/19/2004,1760,DCA,1,19,0,0.945915526
DH,10,EWR,213,01-10-2004,7304,IAD,6,10,0,0.127377779
DL,8,LGA,214,1/31/2004,1768,DCA,6,31,0,0.529985489
US,5,LGA,214,1/13/2004,2170,DCA,2,13,0,0.988723109
RU,18,EWR,169,1/13/2004,2403,BWI,2,13,1,0.045510557
RU,23,EWR,199,01-12-2004,2761,DCA,1,12,0,0.080853289
DH,23,EWR,213,1/30/2004,7304,IAD,5,30,0,0.119144304
DL,5,LGA,214,1/18/2004,1764,DCA,7,18,1,0.429794004
US,23,LGA,214,1/21/2004,2184,DCA,3,21,0,0.178287645
US,23,LGA,214,1/25/2004,2184,DCA,7,25,0,0.454399511
DH,23,JFK,228,1/23/2004,7800,IAD,5,23,0,0.48867995
RU,17,EWR,169,1/22/2004,2303,BWI,4,22,0,0.584242346
DL,11,LGA,214,01-05-2004,1762,DCA,1,5,0,0.060892107
RU,13,EWR,213,1/20/2004,2855,IAD,2,20,1,0.341434425
US,12,LGA,214,1/28/2004,2178,DCA,3,28,1,0.027133572
DL,19,LGA,214,1/22/2004,1740,DCA,4,22,0,0.340113251
DH,4,LGA,229,1/30/2004,7211,IAD,5,30,1,0.760894994
DH,23,JFK,228,01-10-2004,7806,IAD,6,10,1,0.78644063
DL,2,LGA,214,1/22/2004,1754,DCA,4,22,0,0.344663652
DL,6,LGA,214,01-07-2004,1762,DCA,3,7,0,0.537259619
OH,19,JFK,184,01-04-2004,5935,BWI,7,4,1,0.682854675
RU,12,EWR,169,1/16/2004,2403,BWI,5,16,1,0.406442584
MQ,18,LGA,214,1/22/2004,4966,DCA,4,22,0,0.240732451
RU,8,EWR,199,1/30/2004,2261,DCA,5,30,1,0.410892491
US,20,LGA,214,1/27/2004,1479,DCA,2,27,0,0.762461253
CO,10,EWR,199,01-06-2004,816,DCA,2,6,1,0.388055693
DH,8,LGA,229,1/22/2004,7684,IAD,4,22,0,0.450570037
CO,23,EWR,199,01-09-2004,806,DCA,5,9,0,0.39178966
MQ,21,JFK,213,1/21/2004,4760,DCA,3,21,0,0.363471975
DL,11,LGA,214,1/14/2004,1748,DCA,3,14,0,0.586365094
DL,8,LGA,214,1/14/2004,1742,DCA,3,14,0,0.759641715
DH,17,EWR,213,01-06-2004,7371,IAD,2,6,0,0.435006294
RU,6,EWR,169,01-06-2004,2703,BWI,2,6,0,0.893768286
RU,11,EWR,213,1/31/2004,2497,IAD,6,31,0,0.167235535
US,10,LGA,214,1/23/2004,2160,DCA,5,23,0,0.143792561
US,14,LGA,214,01-06-2004,2162,DCA,2,6,0,0.323597124
DH,18,EWR,213,1/24/2004,7304,IAD,6,24,0,0.584197057
RU,11,EWR,169,1/16/2004,2303,BWI,5,16,1,0.252698695
DL,14,JFK,213,1/16/2004,746,DCA,5,16,1,0.768275814
US,23,LGA,214,1/29/2004,2188,DCA,4,29,0,0.330158725
DH,15,JFK,228,1/20/2004,7816,IAD,2,20,0,0.149837945
RU,10,EWR,199,1/28/2004,2181,DCA,3,28,0,0.155703717
DL,10,JFK,213,01-04-2004,746,DCA,7,4,0,0.269474929
MQ,16,JFK,213,01-05-2004,4760,DCA,1,5,0,0.034981223
DH,23,JFK,228,1/31/2004,7818,IAD,6,31,0,0.999537857
US,0,LGA,214,01-08-2004,2182,DCA,4,8,0,0.278467416
DH,15,EWR,213,1/24/2004,7299,IAD,6,24,0,0.045016403
DH,5,LGA,229,1/24/2004,7684,IAD,6,24,0,0.687370382
UA,10,LGA,229,1/14/2004,846,IAD,3,14,0,0.547210254
CO,21,EWR,199,1/13/2004,816,DCA,2,13,1,0.078735726
